date,year,month,city,route_id,transport_mode,avg_daily_riders,total_monthly_riders,avg_ticket_price,service_frequency_per_hour,avg_delay_minutes,capacity_utilisation
2020-01-01,2020,1,Edinburgh,EDI-005,Underground,35835,1110885,2.51,17,10.1,1.1
2020-02-01,2020,2,Edinburgh,EDI-005,Underground,28258,819482,2.75,15.7,8.6,1.03
2020-03-01,2020,3,Edinburgh,EDI-005,Underground,38214,1184634,2.58,17.5,10.1,1.15
2020-04-01,2020,4,Edinburgh,EDI-005,Underground,32461,973830,2.76,16.1,13.3,1.07
2020-05-01,2020,5,Edinburgh,EDI-005,Underground,27959,866729,2.76,12.4,11.9,1.15
2020-06-01,2020,6,Edinburgh,EDI-005,Underground,32710,981300,2.66,16.2,8.8,1.15
2020-07-01,2020,7,Edinburgh,EDI-005,Underground,40144,1244464,2.64,17.4,11.5,1.15
2020-08-01,2020,8,Edinburgh,EDI-005,Underground,39787,1233397,2.66,16.8,5.2,1.15
2020-09-01,2020,9,Edinburgh,EDI-005,Underground,36016,1080480,2.74,19.8,11.6,1
2020-10-01,2020,10,Edinburgh,EDI-005,Underground,58117,1801627,2.57,22,12,1.15
2020-11-01,2020,11,Edinburgh,EDI-005,Underground,34699,1040970,2.65,16.5,6.8,1.15
2020-12-01,2020,12,Edinburgh,EDI-005,Underground,35866,1111846,2.69,15.6,7.8,1.15
2021-01-01,2021,1,Edinburgh,EDI-005,underground,40623,1259313,2.55,18.2,6.4,1.15
2021-02-01,2021,2,Edinburgh,EDI-005,Underground,49523,1386644,2.72,20.5,15,1.15
2021-03-01,2021,3,Edinburgh,EDI-005,Underground,40976,1270256,2.92,18.5,11.1,1.15
2021-04-01,2021,4,Edinburgh,EDI-005,Underground,30341,910230,2.92,15.6,12.4,1.05
2021-05-01,2021,5,Edinburgh,EDI-005,Underground,36891,1143621,2.92,16.5,9.8,1.15
2021-06-01,2021,6,Edinburgh,EDI-005,Underground,35151,1054530,3.01,15.4,8.1,1.15
2021-07-01,2021,7,Edinburgh,EDI-005,Underground,32512,1007872,2.71,15.5,10.5,1.15
2021-08-01,2021,8,Edinburgh,EDI-005,Underground,51049,1582519,2.89,20.7,13.6,1.15
2021-09-01,2021,9,Edinburgh,EDI-005,Underground,38663,1159890,253,17.3,9.8,1.11
2021-10-01,2021,10,Edinburgh,EDI-005,Underground,58143,1802433,2.82,22,16.2,1.15
2021-11-01,2021,11,Edinburgh,EDI-005,Underground,32579,977370,2.81,16.5,9.8,1.15
2021-12-01,2021,12,Edinburgh,EDI-005,Underground,29413,911803,2.68,15.2,8.2,1.15
2022-01-01,2022,1,Edinburgh,EDI-005,Underground,34027,1054837,2.62,14.5,7.3,1.15
2022-02-01,2022,2,Edinburgh,EDI-005,Underground,36941,1034348,2.76,17.7,11.4,1.12
2022-03-01,2022,3,Edinburgh,EDI-005,Underground,30226,937006,2.9,15.8,7.4,1.12
2022-04-01,2022,4,Edinburgh,EDI-005,Underground,42905,1287150,2.68,20.3,8.4,1.15
2022-05-01,2022,5,Edinburgh,EDI-005,Underground,39926,1237706,2.71,16.4,11.6,1.15
2022-06-01,2022,6,Edinburgh,EDI-005,Underground,35697,1070910,2.8,16.9,10,1.15
2022-07-01,2022,7,Edinburgh,EDI-005,Underground,41979,1301349,2.84,18.8,10.6,1.15
2022-08-01,2022,8,Edinburgh,EDI-005,Underground,50426,1563206,2.98,,12.1,1.15
2022-09-01,2022,9,Edinburgh,EDI-005,Underground,40787,1223610,2.81,19.4,14.6,1.07
2022-10-01,2022,10,Edinburgh,EDI-005,Underground,52733,1634723,2.97,,15,1.15
2022-11-01,2022,11,Edinburgh,EDI-005,Underground,37578,1127340,2.95,17.4,14.2,1.15
2022-12-01,2022,12,Edinburgh,EDI-005,Underground,30744,953064,2.73,14.3,9.2,1.09
2023-01-01,2023,1,Edinburgh,EDI-005,Underground,32201,998231,3.05,15.6,11,1.15
2023-02-01,2023,2,Edinburgh,EDI-005,Underground,31971,895188,2.89,16.3,8.7,1.13
2023-03-01,2023,3,Edinburgh,EDI-005,Underground,39927,1237737,2.69,18.8,5.1,1.09
2023-04-01,2023,4,Edinburgh,EDI-005,Underground,39986,1199580,2.72,17.5,9.6,1.15
2023-05-01,2023,5,Edinburgh,EDI-005,Underground,44439,1377609,2.96,20.2,13.2,1.15
2023-06-01,2023,6,Edinburgh,EDI-005,Underground,41148,1234440,2.8,18.1,10.1,1.31
2023-07-01,2023,7,Edinburgh,EDI-005,Underground,35646,1105026,2.86,15.3,9.9,1.15
2023-08-01,2023,8,Edinburgh,EDI-005,Underground,43052,1334612,2.92,20.9,8,1.07
2023-09-01,2023,9,Edinburgh,EDI-005,Underground,45946,1378380,279,20.6,14.4,1.15
2023-10-01,2023,10,Edinburgh,EDI-005,Underground,41998,1301938,2.94,17.8,10.6,1.15
2023-11-01,2023,11,Edinburgh,EDI-005,Underground,31860,955800,275,15.5,11.7,1.12
2023-12-01,2023,12,Edinburgh,EDI-005,Underground,30775,954025,2.99,15.5,11,1.04
2024-01-01,2024,1,Edinburgh,EDI-005,Underground,35852,1111412,2.78,16.5,13.4,1.15
2024-02-01,2024,2,Edinburgh,EDI-005,Underground,42077,1220233,2.91,17.3,9.1,1.15
2024-03-01,2024,3,Edinburgh,EDI-005,Underground,34912,1082272,2.96,15.9,12,1.15
2024-04-01,2024,4,Edinburgh,EDI-005,Underground,40158,1204740,2.96,18.1,10.5,1.15
2024-05-01,2024,5,Edinburgh,EDI-005,Underground,44240,1371440,2.83,,13.5,1.15
2024-06-01,2024,6,Edinburgh,EDI-005,Underground,42888,1286640,2.76,20.6,12.7,1.14
2024-07-01,2024,7,Edinburgh,EDI-005,Underground,40294,1249114,2.95,16.2,11.5,1.15
2024-08-01,2024,8,Edinburgh,EDI-005,Underground,34675,1074925,2.87,18.2,9.6,1.06
2024-09-01,2024,9,Edinburgh,EDI-005,Underground,46588,1397640,2.82,21.9,8,1.15
2024-10-01,2024,10,Edinburgh,EDI-005,Underground,48848,1514288,3.33,21.6,14.5,1.15
2024-11-01,2024,11,Edinburgh,EDI-005,Underground,32358,970740,2.89,17.1,6.7,1.09
2024-12-01,2024,12,Edinburgh,EDI-005,Underground,36604,1134724,2.95,16.8,,1.15
2025-01-01,2025,1,Edinburgh,EDI-005,Underground,40197,1246107,2.93,18.8,11.7,1.15
2025-02-01,2025,2,Edinburgh,EDI-005,Underground,43687,1223236,2.77,18.8,10.6,1.15
2025-03-01,2025,3,Edinburgh,EDI-005,Underground,52507,1627717,2.93,22,16.4,1.15
2025-04-01,2025,4,Edinburgh,EDI-005,Underground,44328,1329840,3.02,19.9,11.8,1.15
2025-05-01,2025,5,Edinburgh,EDI-005,Underground,54010,1674310,2.88,21.7,15.7,1.15
2025-06-01,2025,6,Edinburgh,EDI-005,Underground,39387,1181610,2.97,16.6,11.5,1.15
2025-07-01,2025,7,Edinburgh,EDI-005,Underground,38930,1206830,3.21,19.4,12,1.15
2025-08-01,2025,8,Edinburgh,EDI-005,Underground,56388,1748028,303,22,13.2,1.15
2025-09-01,2025,9,Edinburgh,EDI-005,Underground,44667,1340010,2.88,19.1,12.9,1.15
2025-10-01,2025,10,Edinburgh,EDI-005,Underground,41784,1295304,2.9,17,12.5,1.15
2025-11-01,2025,11,Edinburgh,EDI-005,Underground,41869,1256070,3.14,18.4,13.9,1.15
2025-12-01,2025,12,Edinburgh,EDI-005,Underground,38313,1187703,2.93,17.3,10.1,1.15
2019-01-01,2019,1,Edinburgh,EDI-006,Underground,46435,1439485,2.5,20.2,14.8,1.15
2019-02-01,2019,2,Edinburgh,EDI-006,Underground,35329,989212,2.75,16.9,13.2,1.15
2019-03-01,2019,3,Edinburgh,EDI-006,Underground,40812,1265172,2.78,19.3,12.1,1.15
2019-04-01,2019,4,Edinburgh,EDI-006,Underground,50015,1500450,2.66,21.1,13.9,1.15
2019-05-01,2019,5,Edinburgh,EDI-006,Underground,63075,1955325,2.71,22,13.9,1.15
2019-06-01,2019,6,Edinburgh,EDI-006,Underground,36419,1092570,2.66,16.5,8.3,1.15
2019-07-01,2019,7,Edinburgh,EDI-006,Underground,55306,1714486,2.78,22,11.4,1.15
2019-08-01,2019,8,Edinburgh,EDI-006,Underground,38693,1199483,2.68,19.5,11.1,1.12
2019-09-01,2019,9,Edinburgh,EDI-006,Underground,37850,1135500,2.54,16.1,10.8,1.15
2019-10-01,2019,10,Edinburgh,EDI-006,Underground,37205,1153355,2.71,18.4,12.4,1.14
2019-11-01,2019,11,Edinburgh,EDI-006,Underground,39994,1199820,2.81,19,14.6,1.15
2019-12-01,2019,12,Edinburgh,EDI-006,Underground,42237,1309347,2.57,20.2,9.6,1.15
2020-01-01,2020,1,Edinburgh,EDI-006,Underground,44235,1371285,2.63,20.8,16.4,1.15
2020-02-01,2020,2,Edinburgh,EDI-006,Underground,44067,1277943,2.66,21.6,13.8,1.08
2020-03-01,2020,3,Edinburgh,EDI-006,Underground,44312,1373672,2.82,19.9,12.5,1.15
2020-04-01,2020,4,Edinburgh,EDI-006,Underground,40407,1212210,2.73,20.2,9.2,1.06
2020-05-01,2020,5,Edinburgh,EDI-006,Underground,50181,1555611,2.73,22,13.5,1.15
2020-06-01,2020,6,Edinburgh,EDI-006,Underground,39165,1174950,2.77,18,17.7,1.15
2020-07-01,2020,7,Edinburgh,EDI-006,Underground,60048,1861488,2.68,22,14.4,1.15
2020-08-01,2020,8,Edinburgh,EDI-006,Underground,46929,1454799,2.67,22,14.9,1.15
2020-09-01,2020,9,Edinburgh,EDI-006,Underground,51628,1548840,2.37,22,17,1.15
2020-10-01,2020,10,Edinburgh,EDI-006,underground,38798,1202738,2.89,17.7,12.9,1.15
2020-11-01,2020,11,Edinburgh,EDI-006,Underground,55047,1651410,2.73,21.8,13.6,1.15
2020-12-01,2020,12,Edinburgh,EDI-006,Underground,51925,1609675,2.71,22,13,1.15
2021-01-01,2021,1,Edinburgh,EDI-006,Underground,43952,1362512,2.71,19.1,13.8,1.15
2021-02-01,2021,2,Edinburgh,EDI-006,Underground,45170,1264760,2.78,20.4,12.9,1.15
2021-03-01,2021,3,Edinburgh,EDI-006,Underground,43113,1336503,2.88,18.6,15,1.15
2021-04-01,2021,4,Edinburgh,EDI-006,Underground,47545,1426350,2.52,21,18.3,1.15
2021-05-01,2021,5,Edinburgh,EDI-006,Underground,41852,1297412,2.66,20.5,13.5,1.11
2021-06-01,2021,6,Edinburgh,EDI-006,Underground,47390,1421700,2.62,20.2,14.2,1.15
2021-07-01,2021,7,Edinburgh,EDI-006,Underground,52923,1640613,2.63,22,15.1,1.15
2021-08-01,2021,8,Edinburgh,EDI-006,Underground,38698,1199638,2.8,17,11.5,1.47
2021-09-01,2021,9,Edinburgh,EDI-006,Underground,46599,1397970,2.8,20.7,12.2,1.15
2021-10-01,2021,10,Edinburgh,EDI-006,Underground,53313,1652703,2.68,22,14.4,1.15
2021-11-01,2021,11,Edinburgh,EDI-006,underground,55966,1678980,2.86,,15.7,1.15
2021-12-01,2021,12,Edinburgh,EDI-006,Underground,58448,1811888,2.87,22,17.3,1.15
2022-01-01,2022,1,Edinburgh,EDI-006,Underground,36586,1134166,2.79,17.4,13.7,1.15
2022-02-01,2022,2,Edinburgh,EDI-006,Underground,42093,1178604,2.87,19.3,15,1.15
2022-03-01,2022,3,Edinburgh,EDI-006,Underground,41970,1301070,3,18.1,13.6,1.15
2022-04-01,2022,4,Edinburgh,EDI-006,Underground,45545,1366350,2.9,22,10.7,1.09
2022-05-01,2022,5,Edinburgh,EDI-006,Underground,47479,1471849,2.61,22,15.8,1.15
2022-06-01,2022,6,Edinburgh,EDI-006,Underground,59336,1780080,2.94,22,19.4,1.15
2022-07-01,2022,7,Edinburgh,EDI-006,Underground,63851,1979381,2.88,22,13.9,1.15
2022-08-01,2022,8,Edinburgh,EDI-006,Underground,32032,992992,2.72,14.1,12.4,1.15
2022-09-01,2022,9,Edinburgh,EDI-006,Underground,44017,1320510,2.79,20.7,13,1.55
2022-10-01,2022,10,Edinburgh,EDI-006,Underground,40484,1255004,2.92,21.4,13.7,0.94
2022-11-01,2022,11,Edinburgh,EDI-006,Underground,43428,1302840,2.76,19.3,9.5,1.15
2022-12-01,2022,12,Edinburgh,EDI-006,Underground,44322,1373982,264,21.8,13.7,1.15
2023-01-01,2023,1,Edinburgh,EDI-006,Underground,45716,1417196,2.59,21.9,16.3,1.09
2023-02-01,2023,2,Edinburgh,EDI-006,Underground,37008,1036224,298,17.1,12.3,1.15
2023-03-01,2023,3,Edinburgh,EDI-006,Underground,49537,1535647,2.85,22,14.7,1.15
2023-04-01,2023,4,Edinburgh,EDI-006,Underground,44288,1328640,2.83,20.3,16.4,1.15
2023-05-01,2023,5,Edinburgh,EDI-006,Underground,76827,2381637,2.99,22,19.2,1.15
2023-06-01,2023,6,Edinburgh,EDI-006,Underground,51791,1553730,2.79,21.5,13.4,1.15
2023-07-01,2023,7,Edinburgh,EDI-006,Underground,43646,1353026,2.78,20.4,12,1.15
2023-08-01,2023,8,Edinburgh,EDI-006,Underground,45445,1408795,2.73,21,14.9,1.15
2023-09-01,2023,9,Edinburgh,EDI-006,Underground,52537,1576110,2.94,22,13.8,1.15
2023-10-01,2023,10,Edinburgh,EDI-006,Underground,42831,1327761,2.79,18.7,12.2,1.15
2023-11-01,2023,11,Edinburgh,EDI-006,Underground,38667,1160010,2.84,17.5,11.7,1.15
2023-12-01,2023,12,Edinburgh,EDI-006,Underground,37362,1158222,2.91,18.6,14.1,1.59
2024-01-01,2024,1,Edinburgh,EDI-006,Underground,54107,1677317,2.84,22,18,1.15
2024-02-01,2024,2,Edinburgh,EDI-006,Underground,52981,1536449,292,21.2,14.7,1.15
2024-03-01,2024,3,Edinburgh,EDI-006,Underground,49876,1546156,2.8,20.1,15.1,1.38
2024-04-01,2024,4,Edinburgh,EDI-006,Underground,55451,1663530,3.12,22,14,1.15
2024-05-01,2024,5,Edinburgh,EDI-006,Underground,56619,1755189,2.94,22,17.5,1.15
2024-06-01,2024,6,Edinburgh,EDI-006,Underground,40512,1215360,3.05,19.7,15.2,1.1
2024-07-01,2024,7,Edinburgh,EDI-006,Underground,50600,1568600,2.91,21.3,11.6,1.15
2024-08-01,2024,8,Edinburgh,EDI-006,Underground,37898,1174838,2.81,17.5,8.3,1.12
2024-09-01,2024,9,Edinburgh,EDI-006,Underground,54508,1635240,3.05,22,14.3,1.15
2024-10-01,2024,10,Edinburgh,EDI-006,Underground,46898,1453838,2.7,20.9,16.1,1.15
2024-11-01,2024,11,Edinburgh,EDI-006,Underground,52430,1572900,2.91,22,17.7,1.15
2024-12-01,2024,12,Edinburgh,EDI-006,Underground,46446,1439826,2.9,22,12.2,1.15
2025-01-01,2025,1,Edinburgh,EDI-006,Underground,45461,1409291,3,22,11.7,1.04
2025-02-01,2025,2,Edinburgh,EDI-006,Underground,49719,1392132,2.91,22,13.2,1.15
2025-03-01,2025,3,Edinburgh,EDI-006,Underground,49287,1527897,3.04,22,14.7,1.15
2025-04-01,2025,4,Edinburgh,EDI-006,Underground,59799,1793970,2.97,22,16.6,1.15
2025-05-01,2025,5,Edinburgh,EDI-006,Underground,56132,1740092,2.86,22,16.1,1.15
2025-06-01,2025,6,Edinburgh,EDI-006,Underground,55958,1678740,3.19,22,16.1,1.15
2025-07-01,2025,7,Edinburgh,EDI-006,Underground,72510,2247810,2.93,22,16.8,1.15
2025-08-01,2025,8,Edinburgh,EDI-006,Underground,51497,1596407,3.25,22,17.6,1.15
2025-09-01,2025,9,Edinburgh,EDI-006,Underground,57173,1715190,3.17,22,16,1.15
2025-10-01,2025,10,EDI,EDI-006,Underground,48165,1493115,2.95,21.2,14.1,1.5
2025-11-01,2025,11,Edinburgh,EDI-006,Underground,56811,1704330,2.99,22,15,1.15
2025-12-01,2025,12,Edinburgh,EDI-006,Underground,54913,1702303,3.13,22,16.4,1.15
2019-01-01,2019,1,Edinburgh,EDI-007,BikeShare,4765,147715,1.29,6.4,3.5,0.52
2019-02-01,2019,2,Edinburgh,EDI-007,BikeShare,3810,106680,1.24,7.4,1.2,0.25
2019-03-01,2019,3,Edinburgh,EDI-007,BikeShare,4805,148955,1.28,6.7,1.5,0.32
2019-04-01,2019,4,Edinburgh,EDI-007,BikeShare,6696,200880,1.3,7.6,6.5,0.47
2019-05-01,2019,5,Edinburgh,EDI-007,BikeShare,5640,174840,125,5.5,3.6,0.47
2019-06-01,2019,6,Edinburgh,EDI-007,BikeShare,4207,126210,1.29,6.2,5.2,0.44
2019-07-01,2019,7,Edinburgh,EDI-007,BikeShare,4576,141856,1.23,5.7,1,0.41
2019-08-01,2019,8,Edinburgh,EDI-007,BikeShare,4917,152427,1.26,5.4,2.3,0.43
2019-09-01,2019,9,Edinburgh,EDI-007,BikeShare,5152,154560,1.33,6,3.2,0.45
2019-10-01,2019,10,Edinburgh,EDI-007,BikeShare,4744,147064,1.23,6.7,0,0.39
2019-11-01,2019,11,Edinburgh,EDI-007,BikeShare,3825,114750,1.21,7.3,5.2,0.34
2019-12-01,2019,12,Edinburgh,EDI-007,BikeShare,4330,134230,1.17,6.1,2.2,0.47
2020-01-01,2020,1,Edinburgh,EDI-007,BikeShare,4302,133362,1.28,4.8,1.7,0.5
2020-02-01,2020,2,Edinburgh,EDI-007,BikeShare,5713,165677,1.3,5.8,1.4,0.68
2020-03-01,2020,3,Edinburgh,EDI-007,BikeShare,3850,119350,1.32,4.9,5.3,0.4
2020-04-01,2020,4,Edinburgh,EDI-007,BikeShare,5257,157710,1.29,6.3,3.5,0.5
2020-05-01,2020,5,Edinburgh,EDI-007,BikeShare,4178,129518,1.19,5.8,8.4,0.51
2020-06-01,2020,6,Edinburgh,EDI-007,BikeShare,5711,171330,1.28,6.3,,0.56
2020-07-01,2020,7,Edinburgh,EDI-007,BikeShare,4954,153574,1.26,6.7,4.7,0.37
2020-08-01,2020,8,Edinburgh,EDI-007,BikeShare,7465,231415,1.24,7.2,4.8,0.48
2020-09-01,2020,9,Edinburgh,EDI-007,BikeShare,4079,122370,1.31,6.2,1.4,0.49
2020-10-01,2020,10,Edinburgh,EDI-007,BikeShare,4405,136555,1.2,5.8,1.4,0.39
2020-11-01,2020,11,EDI,EDI-007,BikeShare,5090,152700,1.29,6.8,10.2,0.42
2020-12-01,2020,12,Edinburgh,EDI-007,BikeShare,4625,143375,1.29,7.6,3.3,0.32
2021-01-01,2021,1,Edinburgh,EDI-007,BikeShare,5014,155434,1.25,6.6,0.9,0.43
2021-02-01,2021,2,Edinburgh,EDI-007,BikeShare,4863,136164,1.4,5.5,8.2,0.49
2021-03-01,2021,3,Edinburgh,EDI-007,BikeShare,4311,133641,1.38,5.1,3.3,0.49
2021-04-01,2021,4,Edinburgh,EDI-007,BikeShare,4214,126420,1.24,6.5,2.2,0.37
2021-05-01,2021,5,Edinburgh,EDI-007,BikeShare,4990,154690,1.28,6.9,4.7,0.36
2021-06-01,2021,6,Edinburgh,EDI-007,BikeShare,6795,203850,1.33,7.5,4,0.44
2021-07-01,2021,7,Edinburgh,EDI-007,BikeShare,4813,149203,1.23,6.2,4,0.43
2021-08-01,2021,8,Edinburgh,EDI-007,BikeShare,5925,183675,1.34,5.9,3.9,0.56
2021-09-01,2021,9,Edinburgh,EDI-007,BikeShare,5558,166740,1.39,6.4,1.3,0.58
2021-10-01,2021,10,Edinburgh,EDI-007,BikeShare,5966,184946,1.3,6,5.4,0.55
2021-11-01,2021,11,Edinburgh,EDI-007,BikeShare,5087,152610,1.34,5.4,5.7,0.57
2021-12-01,2021,12,Edinburgh,EDI-007,BikeShare,4532,140492,1.26,4.5,,0.53
2022-01-01,2022,1,Edinburgh,EDI-007,BikeShare,3883,120373,1.43,5.4,6.6,0.43
2022-02-01,2022,2,Edinburgh,EDI-007,BikeShare,3948,110544,1.42,3.4,4.8,0.61
2022-03-01,2022,3,Edinburgh,EDI-007,BikeShare,5388,167028,1.33,6.3,,0.46
2022-04-01,2022,4,Edinburgh,EDI-007,BikeShare,5390,161700,1.25,8.1,5.1,0.42
2022-05-01,2022,5,Edinburgh,EDI-007,BikeShare,5954,184574,1.28,6.4,2.8,0.66
2022-06-01,2022,6,Edinburgh,EDI-007,BikeShare,4403,132090,1.23,6.2,2,0.4
2022-07-01,2022,7,Edinburgh,EDI-007,BikeShare,5512,170872,1.43,5.8,3.5,0.63
2022-08-01,2022,8,Edinburgh,EDI-007,BikeShare,5731,177661,135,7.4,1.5,0.31
2022-09-01,2022,9,EDI,EDI-007,BikeShare,5277,158310,1.28,7.4,2.4,0.32
2022-10-01,2022,10,Edinburgh,EDI-007,BikeShare,4782,148242,1.32,5.2,5.7,0.56
2022-11-01,2022,11,Edinburgh,EDI-007,BikeShare,4947,148410,1.35,5.2,1.8,0.57
2022-12-01,2022,12,Edinburgh,EDI-007,BikeShare,4352,134912,1.28,6.8,2.5,0.37
2023-01-01,2023,1,Edinburgh,EDI-007,bikeshare,5778,179118,1.4,7.3,2.7,0.55
2023-02-01,2023,2,Edinburgh,EDI-007,BikeShare,4993,139804,131,4.1,6,0.78
2023-03-01,2023,3,Edinburgh,EDI-007,BikeShare,4266,132246,1.41,5.5,6.8,0.5
2023-04-01,2023,4,Edinburgh,EDI-007,BikeShare,5000,150000,1.36,5.8,4.4,0.37
2023-05-01,2023,5,Edinburgh,EDI-007,BikeShare,5440,168640,1.29,5.7,3.7,0.51
2023-06-01,2023,6,Edinburgh,EDI-007,BikeShare,6121,183630,1.3,5.7,4.9,0.51
2023-07-01,2023,7,Edinburgh,EDI-007,BikeShare,6034,187054,1.36,7.2,9,0.46
2023-08-01,2023,8,Edinburgh,EDI-007,BikeShare,6795,210645,1.38,5.5,3.4,0.69
2023-09-01,2023,9,Edinburgh,EDI-007,BikeShare,5184,155520,1.41,7.4,5.4,0.37
2023-10-01,2023,10,Edinburgh,EDI-007,BikeShare,4587,142197,1.34,,4.4,0.48
2023-11-01,2023,11,Edinburgh,EDI-007,bikeshare,4915,147450,1.29,6.9,,0.28
2023-12-01,2023,12,Edinburgh,EDI-007,BikeShare,3569,110639,1.34,8,2,0.31
2024-01-01,2024,1,Edinburgh,EDI-007,BikeShare,5980,185380,1.54,6.8,5.2,0.52
2024-02-01,2024,2,Edinburgh,EDI-007,BikeShare,4912,142448,1.39,6.8,3.5,0.36
2024-03-01,2024,3,Edinburgh,EDI-007,BikeShare,7274,225494,1.46,6.1,0.5,0.78
2024-04-01,2024,4,Edinburgh,EDI-007,BikeShare,6022,180660,1.37,4.8,2.1,0.8
2024-05-01,2024,5,Edinburgh,EDI-007,BikeShare,7067,219077,1.35,5.4,2.7,0.66
2024-06-01,2024,6,Edinburgh,EDI-007,BikeShare,4285,128550,1.37,6.4,0.3,0.38
2024-07-01,2024,7,Edinburgh,EDI-007,BikeShare,5902,182962,1.34,4.6,3.6,0.73
2024-08-01,2024,8,Edinburgh,EDI-007,BikeShare,6362,197222,1.44,7.1,3.9,0.57
2024-09-01,2024,9,Edinburgh,EDI-007,BikeShare,4935,148050,1.47,6.1,5.7,0.4
2024-10-01,2024,10,Edinburgh,EDI-007,BikeShare,5463,169353,1.28,7.2,3.3,0.35
2024-11-01,2024,11,Edinburgh,EDI-007,BikeShare,6176,185280,130,6.1,5.5,0.58
2024-12-01,2024,12,Edinburgh,EDI-007,BikeShare,5190,160890,1.4,6.2,1.8,0.49
2025-01-01,2025,1,Edinburgh,EDI-007,BikeShare,5619,174189,1.31,6.4,3.1,0.38
2025-02-01,2025,2,Edinburgh,EDI-007,BikeShare,4449,124572,1.4,6.8,4.2,0.31
2025-03-01,2025,3,Edinburgh,EDI-007,BikeShare,6006,186186,1.35,6.1,2.4,0.57
2025-04-01,2025,4,Edinburgh,EDI-007,BikeShare,6098,182940,1.34,5.1,6.3,0.7
2025-05-01,2025,5,Edinburgh,EDI-007,BikeShare,5591,173321,1.34,8.3,6.9,0.4
2025-06-01,2025,6,Edinburgh,EDI-007,BikeShare,5147,154410,1.4,5,9.3,0.57
2025-07-01,2025,7,Edinburgh,EDI-007,BikeShare,6362,197222,1.3,5.6,2.8,0.61
2025-08-01,2025,8,Edinburgh,EDI-007,BikeShare,5579,172949,1.51,6.5,0,0.55
2025-09-01,2025,9,Edinburgh,EDI-007,BikeShare,6883,206490,1.46,6.8,6,0.6
2025-10-01,2025,10,Edinburgh,EDI-007,BikeShare,4837,149947,1.53,5.9,5.3,0.47
2025-11-01,2025,11,Edinburgh,EDI-007,BikeShare,5152,154560,1.38,5.8,8.8,0.51
2025-12-01,2025,12,Edinburgh,EDI-007,BikeShare,5532,171492,1.3,6.7,2.1,0.27
2019-01-01,2019,1,Edinburgh,EDI-008,Bus,8559,265329,2.02,8.9,16.3,0.59
2019-02-01,2019,2,Edinburgh,EDI-008,Bus,9015,252420,1.96,9.7,10.2,0.48
2019-03-01,2019,3,Edinburgh,EDI-008,Bus,9993,309783,2,9.6,13.3,0.51
2019-04-01,2019,4,Edinburgh,EDI-008,Bus,9250,277500,1.86,7.7,12.6,0.74
2019-05-01,2019,5,Edinburgh,EDI-008,Bus,14887,461497,1.83,9,8.4,0.84
2019-06-01,2019,6,Edinburgh,EDI-008,Bus,11389,341670,1.95,11.8,11.8,0.46
2019-07-01,2019,7,Edinburgh,EDI-008,Bus,16689,517359,1.95,11.6,9.1,0.76
2019-08-01,2019,8,Edinburgh,EDI-008,Bus,10789,334459,1.94,9.3,14.5,0.72
2019-09-01,2019,9,Edinburgh,EDI-008,Bus,10234,307020,1.91,9.3,10.5,0.58
2019-10-01,2019,10,Edinburgh,EDI-008,Bus,11825,366575,1.77,10,13.6,0.78
2019-11-01,2019,11,Edinburgh,EDI-008,bus,12167,365010,1.95,9.9,7.4,0.62
2019-12-01,2019,12,Edinburgh,EDI-008,Bus,11252,348812,1.89,7.8,13,0.76
2020-01-01,2020,1,Edinburgh,EDI-008,Bus,7636,236716,192,8.9,6.8,0.47
2020-02-01,2020,2,Edinburgh,EDI-008,Bus,9869,286201,1.94,10.5,10.8,0.51
2020-03-01,2020,3,Edinburgh,EDI-008,Bus,15287,473897,1.88,12.7,8.5,0.72
2020-04-01,2020,4,Edinburgh,EDI-008,Bus,10877,326310,1.97,9.8,10.8,0.65
2020-05-01,2020,5,Edinburgh,EDI-008,Bus,12410,384710,1.86,9.7,14.8,0.7
2020-06-01,2020,6,Edinburgh,EDI-008,bus,11496,344880,1.95,9.6,12.6,0.72
2020-07-01,2020,7,Edinburgh,EDI-008,Bus,12852,398412,1.91,9.3,9.8,0.82
2020-08-01,2020,8,Edinburgh,EDI-008,Bus,14839,460009,1.85,12.4,10.4,0.71
2020-09-01,2020,9,Edinburgh,EDI-008,Bus,14465,433950,1.91,10.8,9.1,0.72
2020-10-01,2020,10,Edinburgh,EDI-008,Bus,11308,350548,1.91,10.1,6.8,0.54
2020-11-01,2020,11,Edinburgh,EDI-008,Bus,11185,335550,1.83,11.9,12.7,0.55
2020-12-01,2020,12,Edinburgh,EDI-008,Bus,9865,305815,1.88,10,12.8,0.54
2021-01-01,2021,1,Edinburgh,EDI-008,bus,10707,331917,1.9,10.2,10.1,1.1
2021-02-01,2021,2,Edinburgh,EDI-008,Bus,12192,341376,204,10.9,11.6,0.59
2021-03-01,2021,3,Edinburgh,EDI-008,Bus,12459,386229,2.18,9.9,15,0.7
2021-04-01,2021,4,Edinburgh,EDI-008,Bus,12576,377280,1.94,10.5,9.8,0.64
2021-05-01,2021,5,Edinburgh,EDI-008,Bus,15334,475354,1.97,8.8,11.3,0.98
2021-06-01,2021,6,Edinburgh,EDI-008,Bus,14165,424950,1.91,10.8,12.9,0.85
2021-07-01,2021,7,Edinburgh,EDI-008,Bus,14733,456723,1.94,8.8,11.4,0.73
